meter_number,poc_number,branch,vending_category,location,first_transaction_month,last_transaction_month,is_violation,lifetime_total_units,lifetime_total_transactions,lifetime
7075607692,498129,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2012-02-29,2019-09-30,0,165.3,18.0,92.00802891229799
7075631817,498155,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2010-12-31,2021-02-28,0,134.29999999999998,22.0,122.95732971929608
7075633383,497975,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2010-12-31,2022-03-31,0,921.1402728967926,171.0,135.96786381650548
7075676572,498048,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2010-11-30,2022-03-31,0,857.9686840570906,246.0,136.9863652231052
7075717004,498089,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2011-09-30,2022-03-31,0,997.5750419550693,337.0,126.99848046161112
7075860986,498029,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2011-12-31,2022-01-31,0,697.6720818690376,157.0,122.03739296494794
7076086615,497854,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-05-31,2020-09-30,0,6478.2,107.0,89.01823446066655
7076103691,498018,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2011-12-31,2021-09-30,0,276.19999999999993,114.0,117.99624222263292
7076109920,497968,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2011-12-31,2022-03-31,0,807.7910570607131,222.0,123.97583112589581
7076233399,497978,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2017-03-31,2022-02-28,0,157.79050040196816,29.0,59.97451693053245
7076297337,498161,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2012-02-29,2022-03-31,0,1262.2935152645273,243.0,122.00453808086408
7076314587,497965,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2011-11-30,2022-03-31,0,279.3729485635843,109.0,124.99433253249553
7076322259,498046,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2012-01-31,2022-03-31,0,1723.2718132445932,204.0,122.95732971929608
7076322887,497979,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2011-11-30,2021-02-28,0,926.9999999999998,81.0,111.98379843528615
7080323376,498022,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2012-04-30,2022-03-31,0,1645.3617957931162,609.0,120.00039015174849
7080337566,498131,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2012-05-31,2022-03-31,0,1395.4407155282415,140.0,118.98188874514877
7080367217,497993,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-07-31,2022-03-31,0,2137.2312057079616,582.0,104.98570812542351
7096121384,497803,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2011-07-31,2012-12-31,0,111.89999999999998,16.0,18.051684839524427
7099377231,498023,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2012-02-29,2022-02-28,0,1024.8919065740895,105.0,120.98603667426435
7099606084,498066,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2011-12-31,2022-03-31,0,2745.5422431520215,341.0,123.97583112589581
7099623105,498021,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2012-01-31,2022-03-31,0,1672.0031646777795,202.0,122.95732971929608
7099625514,498063,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2012-04-30,2021-12-31,0,656.0238261568995,145.0,117.04345058420091
7100242895,498073,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2012-07-31,2015-04-30,0,927.4000000000001,185.0,33.95344873611368
7100243125,498122,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2012-08-31,2022-03-31,0,2790.618908813159,1062.0,115.95923940943347
7100244578,400925,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2012-11-30,2012-12-31,0,10.3,4.0,2.018501406599725
7100261358,498103,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2012-08-31,2022-03-31,0,1559.9916310733113,402.0,115.95923940943347
7100265037,498027,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2012-12-31,2022-03-31,0,361.96740624563586,119.0,111.95094355120229
7100398606,498114,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2012-06-30,2018-09-30,0,325.4,99.0,76.00770036345716
7100437115,498086,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-07-31,2022-02-28,0,660.2725097946486,204.0,103.96720671882379
7100475180,498120,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2012-08-31,2022-03-31,0,1737.5559387069559,747.0,115.95923940943347
7100610380,498117,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2012-11-30,2022-03-31,0,1978.1424772518328,484.0,112.96944495780201
7100633697,498028,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2012-08-31,2019-08-31,0,296.99999999999994,67.0,84.97708371835151
7100652630,498123,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2012-08-31,2022-01-31,0,834.9078663654955,217.0,114.0208012484856
14102656171,497879,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-07-31,2022-03-31,0,667.6848792663177,86.0,104.98570812542351
14102656205,497891,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-06-30,2022-03-31,0,12146.563637569208,140.0,106.00420953202324
14102699759,497845,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-05-31,2022-03-31,0,497.48122846968727,195.0,106.9898560545391
14102718823,498110,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-08-31,2022-02-28,0,149.95308228143685,58.0,102.94870531222406
14102792489,497852,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-09-30,2022-03-31,0,1551.4210766090978,268.0,102.98156019630794
14103001450,498353,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-12-31,2022-03-31,0,1154.7454668746202,216.0,99.95891086059262
14103009776,498026,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-12-31,2022-03-31,0,1537.4188379532852,469.0,99.95891086059262
14103010576,497951,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-11-30,2022-03-31,0,1595.3443955840976,350.0,100.97741226719235
14103017621,498128,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-07-31,2022-03-31,0,3226.1476011045843,220.0,104.98570812542351
14103024262,498132,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-12-31,2022-03-31,0,908.9948184010728,166.0,99.95891086059262
14103034147,271402,GAKENKE,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2022-02-28,2022-02-28,0,4.746757632264129,1.0,1.0
14103096930,400922,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-09-30,2022-03-31,0,1152.619065740903,51.0,102.98156019630794
14103169554,507268,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-12-31,2022-02-28,0,1606.5684706981826,158.0,98.9404094539929
14103233277,497956,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-12-31,2022-01-31,0,1066.5913640017895,154.0,98.02047269964476
14103246204,498374,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-06-30,2022-02-28,0,1319.7467576322642,126.0,104.98570812542351
14103251550,498042,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2014-02-28,2021-03-31,0,1157.8000000000002,301.0,86.0284400090351
14103254315,498354,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2014-04-30,2022-02-28,0,1032.7556885819697,420.0,94.99782336392944
14103263993,497957,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-12-31,2022-01-31,0,631.3448796304996,145.0,98.02047269964476
14235575793,499073,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2016-03-31,2022-03-31,0,1604.7986963657938,171.0,72.98505102774185
14235576668,498092,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2016-03-31,2022-01-31,0,114.14675763226413,27.0,71.04661286679398
14235638369,498921,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2015-10-31,2022-03-31,0,309.9649533021071,182.0,77.97899340848888
14235639136,498982,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2015-10-31,2022-02-28,0,481.64157603333786,135.0,76.96049200188915
14235645448,497840,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2015-10-31,2020-02-29,0,203.9,49.0,52.97642662066983
14235670313,498918,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2015-09-30,2022-03-31,0,1063.9726068424993,298.0,78.9974948150886
14235718559,497989,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2016-01-31,2022-03-31,0,646.2983199854337,197.0,74.95634407277358
14235823862,497997,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2015-09-30,2022-02-28,0,538.2831906952181,57.0,77.97899340848888
14235824597,499122,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2015-10-31,2022-03-31,0,772.423283525516,91.0,77.97899340848888
14235824605,497816,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2015-12-31,2022-03-31,0,1129.4134643123443,313.0,75.97484547937329
14235858587,498005,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2015-12-31,2021-09-30,0,288.0999999999999,87.0,69.99525657611039
14235860443,572858,NYANZA,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2022-02-28,2022-03-31,0,11.166381390436321,6.0,2.018501406599725
14235904431,499053,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2016-03-31,2022-03-31,0,394.6428698857065,183.0,72.98505102774185
14235905156,497966,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2016-02-29,2022-03-31,0,736.828067408471,146.0,74.00355243434157
14235905800,499059,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2016-02-29,2021-12-31,0,14659.71120128368,81.0,71.04661286679398
14235912293,498061,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2015-09-30,2021-10-31,0,1024.4,140.0,74.03640731842543
14235912699,498593,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2015-10-31,2021-12-31,0,847.6514435412098,218.0,75.0220538409413
14235928133,498920,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2016-05-31,2022-03-31,0,286.2913640017894,62.0,70.98090309862626
14235928166,498727,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2015-12-31,2021-10-31,0,525.9999999999999,329.0,71.01375798271012
14235928380,498489,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2015-10-31,2022-03-31,0,2211.6967702786246,822.0,77.97899340848888
14236010568,498167,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2016-03-31,2022-03-31,0,838.6635943522384,79.0,72.98505102774185
14236011012,499099,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2019-06-30,2022-03-31,0,125.43457076337465,19.0,34.0191585042814
14236011178,499052,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2016-02-29,2022-03-31,0,467.1680194702625,82.0,74.00355243434157
14236011228,499051,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2016-04-30,2016-04-30,0,4.5,2.0,1.0
14236011293,499079,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2016-04-30,2021-12-31,0,169.797848737261,23.0,69.04246493767839
14236011301,499090,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2016-05-31,2022-03-31,0,1586.6706226420072,297.0,70.98090309862626
14236031895,499113,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2016-06-30,2022-03-31,0,185.29139812912678,68.0,69.99525657611039
14236091311,497992,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2016-02-29,2022-02-28,0,841.0424458226092,208.0,72.98505102774185
14236092848,498039,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2016-03-31,2022-03-31,0,1679.5395525725762,752.0,72.98505102774185
14236093135,497983,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2016-05-31,2022-01-31,0,128.3840402085953,71.0,69.04246493767839
14236099090,497964,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2016-06-30,2022-01-31,0,338.84675763226403,140.0,68.05681841516252
14236099900,603866,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2016-09-30,2019-03-31,0,2141.0000000000005,127.0,30.963654284482228
14236100377,498162,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2015-11-30,2022-02-28,0,1853.2956820008944,202.0,75.97484547937329
14236207362,497990,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2016-03-31,2022-03-31,0,2517.984656346244,210.0,72.98505102774185
14236207800,499089,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2016-05-31,2022-01-31,0,144.34546068516983,61.0,69.04246493767839
14236225851,498435,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2015-12-31,2022-03-31,0,1136.204241251571,325.0,75.97484547937329
14236226917,499060,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2016-03-31,2022-01-31,0,190.29351526452822,24.0,71.04661286679398
14236247731,499074,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2016-04-30,2022-03-31,0,680.66808041719,267.0,71.99940450522598
14236248028,499066,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2016-04-30,2022-03-31,0,403.0939609907034,130.0,71.99940450522598
14236271947,399051,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2016-01-31,2022-03-31,0,31250.254694663778,1846.0,74.95634407277358
14236284890,498557,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2015-10-31,2022-03-31,0,9952.212716918717,1498.0,77.97899340848888
14291334408,717549,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2017-12-31,2022-01-31,0,122.0467576322641,40.0,50.01948705312224
14291355825,733484,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2018-05-31,2021-12-31,0,29.974462184315254,14.0,44.03989814985934
14291401306,717955,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2018-01-31,2022-03-31,0,91.11039478201579,37.0,50.93942380747038
14291405281,498031,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2018-01-31,2022-03-31,0,187.46236250264377,37.0,50.93942380747038
14291481845,717725,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2017-11-30,2022-03-31,0,270.57839453084586,48.0,52.97642662066983
14291516582,733523,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2018-03-31,2021-12-31,0,60.371478470699074,25.0,46.04404607897493
14291521400,715311,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2017-11-30,2022-03-31,0,917.4154995260325,488.0,52.97642662066983
14291525161,498057,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2018-01-31,2021-11-30,0,232.5000000000001,39.0,46.963982833323065
14291634229,735299,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2019-01-31,2021-05-31,0,32.5,10.0,28.95950635536664
14292003572,831502,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2018-09-30,2022-03-31,0,9229.516449802113,935.0,42.988541859175754
14292007771,857483,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2018-10-31,2022-02-28,0,48.27338191085754,25.0,40.951539045976304
14292007797,836138,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2018-08-31,2022-01-31,0,4049.5604392340883,239.0,42.03575022074375
14292008456,498136,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2018-06-30,2022-03-31,0,36691.237861316185,949.0,46.01119119489107
14292010494,498065,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2019-04-30,2022-03-31,0,14258.117858097572,906.0,36.02330643339699
14292013324,804251,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2018-05-31,2022-03-31,0,1720.5996406337472,642.0,46.996837717406926
14292013332,742065,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2018-01-31,2022-03-31,0,7968.122270849127,439.0,50.93942380747038
14292013852,824470,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2018-07-31,2022-03-31,0,4345.821556272202,713.0,44.992689788291344
14292015436,924755,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2020-01-31,2022-03-31,0,1387.7925130943895,266.0,26.955358426251053
14292015469,825452,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2018-07-31,2022-03-31,0,2702.4312826211967,522.0,44.992689788291344
14292016756,866800,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2018-12-31,2022-03-31,0,3487.1438612877446,516.0,39.96589252346044
14292016798,872060,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2018-12-31,2022-03-31,0,163.323576270613,22.0,39.96589252346044
14292016814,868954,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2018-11-30,2019-12-31,0,23.200000000000003,21.0,14.010534097209389
14292020436,897828,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2019-01-31,2022-03-31,0,10597.969366077024,533.0,38.947391116860715
14296842181,738279,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2018-01-31,2022-03-31,0,326.6081228787825,142.0,50.93942380747038
14296945174,120081802306,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2020-08-31,2022-02-28,0,59.99351526452824,13.0,18.938766709788702
14297032121,120070103198,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2020-07-31,2021-06-30,0,1071.2,193.0,11.973531284009939
14297052657,120111805194,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2021-12-31,2022-03-31,0,17.867824300114656,5.0,3.9569395675475882
14297057920,813703,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2019-05-31,2021-10-31,0,155.3,35.0,30.04371753013409
14297058902,751053,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2018-09-30,2022-03-31,0,4532.892217381403,668.0,42.988541859175754
14297064322,860291,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2018-10-31,2022-03-31,0,6573.703514145937,1007.0,41.97004045257603
14297072747,120060502051,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2020-06-30,2022-03-31,0,1469.983741789271,283.0,21.994270929587877
14318486538,888131,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2021-05-31,2021-12-31,0,11.448924368630506,4.0,8.030945193946486
14318550606,890486,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2019-01-31,2022-03-31,0,138.7396321600589,45.0,38.947391116860715
14318551430,892779,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2019-01-31,2022-03-31,0,323.4970557598412,129.0,38.947391116860715
14318683506,888829,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2019-01-31,2022-02-28,0,590.0202603305407,87.0,37.92888971026099
14318712966,890488,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2019-01-31,2022-03-31,0,260.43314742458716,102.0,38.947391116860715
14318725109,890504,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2019-02-28,2021-09-30,0,40.8,16.0,32.04786545924968
14318729440,888820,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2019-06-30,2021-05-31,0,26.0,4.0,24.031273742787327
14318757888,498606,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2019-08-31,2021-12-31,0,381.34720335843934,80.0,29.025216123534364
14318805679,890493,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2019-03-31,2022-01-31,0,18.67337881613206,8.0,35.070514794964986
14318833713,758479,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2019-04-30,2022-02-28,0,94.59719562162562,36.0,35.004805026797264
14318836856,120072000833,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2020-07-31,2022-02-28,0,162.8823714089607,69.0,19.957268116388427
14318874428,740363,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2019-05-31,2022-02-28,0,77.04675763226412,31.0,33.98630362019754
14318875243,746296,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2019-03-31,2020-07-31,0,12.0,5.0,17.0331834329247
14318884641,740116,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2019-04-30,2022-03-31,0,244.46700384339871,60.0,36.02330643339699
14318914216,737241,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2019-05-31,2022-02-28,0,41.92297664352256,17.0,33.98630362019754
14334069821,120030300837,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2020-04-30,2021-12-31,0,11.449354621178303,5.0,21.041479291155877
14334076750,498087,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2020-04-30,2020-11-30,0,10.0,5.0,8.030945193946486
14334088557,119053008507,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2019-07-31,2022-02-28,0,180.58487926631753,21.0,31.982155691081953
14334106516,120020604463,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2020-08-31,2020-08-31,0,1.0,1.0,1.0
14334126936,120093001351,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2020-10-31,2021-12-31,0,43.32338655294576,19.0,14.996180619725251
14334180644,120030300497,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2020-03-31,2022-03-31,0,27.370788016668843,15.0,24.984065381219327
14334194819,120030300438,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2020-03-31,2022-03-31,0,352.4530779871916,169.0,24.984065381219327
14334200236,120020604455,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2020-04-30,2022-03-31,0,138.73984883369553,53.0,23.998418858703463
14334202398,120030300829,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2021-03-31,2022-02-28,0,14.348054579358479,7.0,11.973531284009939
14334215358,119062702602,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2019-07-31,2022-03-31,0,74.75003845155358,34.0,33.000657097681675
14334220598,120031802445,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2020-03-31,2022-01-31,0,169.06654314319593,9.0,23.045627220271463
14334224251,120020604447,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2020-05-31,2021-09-30,0,19.0,14.0,17.000328548840837
14334224517,120062308759,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2020-06-30,2022-03-31,0,59.13010097786418,40.0,21.994270929587877
14334279198,119053008817,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2020-02-29,2022-02-28,0,90.39719562162563,40.0,24.984065381219327
14334365328,119052907087,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2019-07-31,2022-03-31,0,33.446757632264124,30.0,33.000657097681675
14334365518,119052907680,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2019-10-31,2022-03-31,0,17.148054579358476,8.0,29.978007761966364
14334366136,119053008744,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2019-07-31,2022-01-31,0,26.897406105811303,8.0,31.062218936733814
14334366334,119052907710,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2019-08-31,2022-02-28,0,14.998056126721215,11.0,30.963654284482228
14334368769,119053008787,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2019-08-31,2022-01-31,0,36.8493546211783,17.0,30.04371753013409
14334380434,119060502924,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2019-06-30,2021-09-30,0,37.10000000000001,15.0,28.039569601018503
14334380889,119052907702,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2019-06-30,2021-10-31,0,52.400000000000006,24.0,29.058071007618228
14334381119,119053008809,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2020-03-31,2022-02-28,0,19.98539555569716,14.0,23.965563974619602
14334383057,119052907745,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2019-08-31,2022-01-31,0,27.949354621178305,12.0,30.04371753013409
14334385748,119053008892,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2019-06-30,2022-03-31,0,122.09071088615386,49.0,34.0191585042814
14334386175,119053008701,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2019-12-31,2022-03-31,0,125.7658261861045,41.0,27.973859832850778
14334386597,119061203671,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2019-06-30,2022-03-31,0,112.4517737198498,36.0,34.0191585042814
14334386746,119060300396,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2019-09-30,2022-03-31,0,64.79481840107357,27.0,30.99650916856609
14334390524,119053008884,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2019-10-31,2022-02-28,0,15.696109158716954,7.0,28.95950635536664
14334390540,755556,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2019-06-30,2022-03-31,0,266.99434243863806,209.0,34.0191585042814
14334392991,119053008736,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2019-09-30,2022-02-28,0,29.347841000447318,12.0,29.978007761966364
14334393437,119053008477,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2020-04-30,2021-10-31,0,13.0,11.0,19.037331362040288
14334393932,119052907672,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2019-12-31,2022-01-31,0,26.001865377491995,16.0,26.035421671902913
14334396422,119052907796,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2019-09-30,2021-09-30,0,9.200000000000001,7.0,25.016920265303188
14334400034,119053008728,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2019-06-30,2022-03-31,0,258.28596263450066,65.0,34.0191585042814
14334401057,119053008711,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2019-06-30,2022-03-31,0,108.17014418520989,40.0,34.0191585042814
14334401420,119053008825,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2019-07-31,2020-09-30,0,10.6,5.0,15.029035503809114
14334401651,119053008833,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2022-01-31,2022-02-28,0,9.969707743211135,3.0,1.9199367543481385
14340168344,119102300286,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2020-11-30,2022-03-31,0,19.394339843159987,21.0,16.967473664756977
